CAN Message; 0x62:00298fb27e7d1286
1739209677.9212525;-35.57807855764607
1739209677.9212532;-38.13080360867914
1739209677.9212542;-45.120503652039325
1739209677.9212549;-45.120503652039325
1739209677.9212556;-31.141103565318893
1739209677.9212565;-33.981070128970906
1739209677.9212573;-31.141103565318943
1739209677.921258;-45.120503652039325
1739209677.921259;-35.57807855764607
1739209677.9212596;-38.13080360867914
1739209677.9212604;-45.120503652039325
1739209677.9212613;-38.13080360867914
1739209677.921262;-32.816014438256545
1739209677.921263;-33.981070128970906
1739209677.9212637;-26.991370085610736
1739209677.9212644;-35.57807855764607
1739209677.9212654;-35.57807855764607
1739209677.921266;-35.57807855764607
1739209677.9212668;-35.57807855764607
1739209677.9212677;-45.120503652039325
1739209677.9212685;-38.13080360867914
1739209677.9212692;-38.13080360867914
1739209677.9212701;-45.120503652039325
1739209677.9212708;-45.120503652039325
1739209677.9212716;-38.13080360867914
1739209677.9212725;-38.13080360867914
1739209677.9212732;-38.13080360867914
1739209677.921274;-33.981070128970906
1739209677.921275;-45.120503652039325
1739209677.9212756;-45.120503652039325
1739209677.9212763;-31.141103565318893
1739209677.9212773;-33.981070128970906
1739209677.921278;-45.120503652039325
1739209677.9212787;-38.13080360867914
1739209677.9212797;-38.13080360867914
1739209677.9212804;-38.13080360867914
1739209677.921281;-45.120503652039325
1739209677.921282;-45.120503652039325
1739209677.9212828;-38.13080360867914
1739209677.9212835;-45.120503652039325
1739209677.9212844;-45.120503652039325
1739209677.9212852;-45.120503652039325
1739209677.921286;-35.57807855764607
1739209677.9212868;-38.13080360867914
1739209677.9212875;-38.13080360867914
1739209677.9212885;-35.57807855764607
1739209677.9212892;-45.120503652039325
1739209677.92129;-45.120503652039325
1739209677.9212909;-32.816014438256545
1739209677.9212916;-45.120503652039325
1739209677.9212923;-45.120503652039325
1739209677.9212933;-38.13080360867914
1739209677.921294;-35.57807855764607
1739209677.9212947;-38.13080360867914
1739209677.9212956;-32.816014438256545
1739209677.9212964;-35.57807855764607
1739209677.921297;-38.13080360867914
1739209677.921298;-38.13080360867914
1739209677.9212987;-35.57807855764607
1739209677.9212995;-38.13080360867914
1739209677.9213004;-45.120503652039325
1739209677.9213011;-32.816014438256545
1739209677.9213018;-45.120503652039325
1739209677.9213028;-45.120503652039325
1739209677.9213035;-45.120503652039325
1739209677.9213042;-45.120503652039325
1739209677.9213052;-38.13080360867914
1739209677.921306;-33.981070128970906
1739209677.9213066;-38.13080360867914
1739209677.9213076;-38.13080360867914
1739209677.9213083;-38.13080360867914
1739209677.9213092;-38.13080360867914
1739209677.92131;-45.120503652039325
1739209677.9213107;-38.13080360867914
1739209677.9213116;-38.13080360867914
1739209677.9213123;-32.816014438256545
1739209677.921313;-45.120503652039325
1739209677.921314;-45.120503652039325
1739209677.9213147;-45.120503652039325
1739209677.9213154;-45.120503652039325
1739209677.9213164;-45.120503652039325
1739209677.921317;-45.120503652039325
1739209677.9213178;-45.120503652039325
1739209677.9213188;-45.120503652039325
1739209677.9213195;-38.13080360867914
1739209677.9213202;-38.13080360867914
1739209677.9213212;-35.57807855764607
1739209677.9213219;-35.57807855764607
1739209677.9213226;-38.13080360867914
1739209677.9213235;-45.120503652039325
1739209677.9213243;-35.57807855764607
1739209677.921325;-38.13080360867914
1739209677.921326;-45.120503652039325
1739209677.9213266;-45.120503652039325
1739209677.9213274;-45.120503652039325
1739209677.9213283;-45.120503652039325
1739209677.921329;-45.120503652039325
1739209677.9213297;-38.13080360867914
1739209677.9213307;-35.57807855764607
1739209677.9213314;-32.816014438256545
1739209677.9213324;-38.13080360867914
1739209677.921333;-45.120503652039325
1739209677.9213338;-38.13080360867914
1739209677.9213347;-38.13080360867914
1739209677.9213355;-45.120503652039325
1739209677.9213362;-38.13080360867914
1739209677.9213371;-32.816014438256545
1739209677.9213378;-45.120503652039325
1739209677.9213386;-45.120503652039325
1739209677.9213395;-45.120503652039325
1739209677.9213402;-38.13080360867914
1739209677.921341;-32.816014438256545
1739209677.921342;-38.13080360867914
1739209677.9213426;-45.120503652039325
1739209677.9213433;-38.13080360867914
1739209677.9213443;-35.57807855764607
1739209677.921345;-45.120503652039325
1739209677.9213457;-45.120503652039325
1739209677.9213467;-38.13080360867914
1739209677.9213474;-38.13080360867914
1739209677.921348;-38.13080360867914
1739209677.921349;-45.120503652039325
1739209677.9213498;-35.57807855764607
1739209677.9213505;-38.13080360867914
1739209677.9213514;-45.120503652039325
1739209677.9213521;-38.13080360867914
1739209677.9213529;-35.57807855764607
1739209677.9213538;-35.57807855764607
1739209677.9213545;-38.13080360867914
1739209677.9213555;-45.120503652039325
1739209677.9213562;-45.120503652039325
1739209677.921357;-38.13080360867914
1739209677.9213579;-38.13080360867914
1739209677.9213586;-45.120503652039325
1739209677.9213593;-35.57807855764607
1739209677.9213603;-38.13080360867914
1739209677.921361;-38.13080360867914
1739209677.9213617;-38.13080360867914
1739209677.9213626;-35.57807855764607
1739209677.9213634;-38.13080360867914
1739209677.921364;-45.120503652039325
1739209677.921365;-38.13080360867914
1739209677.9213657;-35.57807855764607
1739209677.9213715;-45.120503652039325
1739209677.9213772;-45.120503652039325
1739209677.921383;-38.13080360867914
1739209677.9213889;-45.120503652039325
1739209677.9213946;-38.13080360867914
1739209677.9214003;-32.816014438256545
1739209677.921406;-38.13080360867914
1739209677.9214118;-45.120503652039325
1739209677.9214175;-33.981070128970906
1739209677.9214232;-30.49652367304973
1739209677.9214292;-38.13080360867914
1739209677.9214349;-45.120503652039325
1739209677.9214406;-45.120503652039325
1739209677.9214463;-38.13080360867914
1739209677.921452;-38.13080360867914
1739209677.9214578;-38.13080360867914
1739209677.9214635;-45.120503652039325
1739209677.9214694;-33.981070128970956
1739209677.9214752;-38.13080360867914
1739209677.921481;-45.120503652039325
1739209677.9214866;-45.120503652039325
1739209677.9214923;-45.120503652039325
1739209677.921498;-38.13080360867914
1739209677.9215038;-45.120503652039325
1739209677.9215097;-38.13080360867914
1739209677.9215155;-27.8777449560314
1739209677.9215212;-38.13080360867914
1739209677.921527;-45.120503652039325
1739209677.9215326;-45.120503652039325
1739209677.9215384;-32.816014438256545
1739209677.921544;-38.13080360867914
1739209677.92155;-45.120503652039325
1739209677.9215558;-45.120503652039325
1739209677.9215615;-38.13080360867914
1739209677.9215672;-45.120503652039325
1739209677.921573;-45.120503652039325
1739209677.9215786;-45.120503652039325
1739209677.9215844;-45.120503652039325
1739209677.9215903;-38.13080360867914
1739209677.921596;-45.120503652039325
1739209677.9216018;-38.13080360867914
1739209677.9216075;-26.487275050834715
1739209677.9216132;-45.120503652039325
1739209677.921619;-45.120503652039325
1739209677.9216247;-45.120503652039325
1739209677.9216306;-38.13080360867914
1739209677.9216363;-38.13080360867914
1739209677.921642;-45.120503652039325
1739209677.9216478;-38.13080360867914
1739209677.9216535;-45.120503652039325
1739209677.9216592;-38.13080360867914
1739209677.921665;-45.120503652039325
1739209677.921671;-38.13080360867914
1739209677.9216766;-45.120503652039325
1739209677.9216824;-45.120503652039325
1739209677.921688;-45.120503652039325
1739209677.9216938;-45.120503652039325
1739209677.9216995;-31.141103565318893
1739209677.9217052;-33.981070128970906
1739209677.9217112;-45.120503652039325
1739209677.921717;-38.13080360867914
1739209677.9217227;-33.981070128970906
1739209677.9217284;-45.120503652039325
1739209677.921734;-45.120503652039325
1739209677.9217398;-45.120503652039325
1739209677.9217455;-45.120503652039325
1739209677.9217515;-45.120503652039325
1739209677.9217572;-38.13080360867914
1739209677.921763;-45.120503652039325
1739209677.9217687;-45.120503652039325
1739209677.9217744;-45.120503652039325
1739209677.92178;-45.120503652039325
1739209677.9217858;-38.13080360867914
1739209677.9217918;-45.120503652039325
1739209677.9217975;-45.120503652039325
1739209677.9218032;-32.816014438256545
1739209677.921809;-38.13080360867914
1739209677.9218147;-45.120503652039325
1739209677.9218204;-38.13080360867914
1739209677.9218261;-38.13080360867914
1739209677.921832;-45.120503652039325
1739209677.9218378;-27.8777449560314
1739209677.9218435;-32.816014438256545
1739209677.9218493;-45.120503652039325
1739209677.921855;-38.13080360867914
1739209677.9218607;-31.141103565318893
1739209677.9218664;-35.57807855764607
1739209677.9218724;-45.120503652039325
1739209677.921878;-38.13080360867914
1739209677.9218838;-45.120503652039325
1739209677.9218895;-45.120503652039325
1739209677.9218953;-45.120503652039325
1739209677.921901;-45.120503652039325
1739209677.9219067;-45.120503652039325
1739209677.9219127;-45.120503652039325
1739209677.9219184;-38.13080360867914
1739209677.921924;-45.120503652039325
1739209677.9219298;-32.816014438256545
1739209677.9219356;-33.981070128970906
1739209677.9219413;-45.120503652039325
1739209677.921947;-38.13080360867914
1739209677.921953;-38.13080360867914
1739209677.9219587;-45.120503652039325
1739209677.9219644;-45.120503652039325
1739209677.9219701;-45.120503652039325
1739209677.9219759;-35.57807855764607
1739209677.9219816;-38.13080360867914
1739209677.9219875;-45.120503652039325
1739209677.9219933;-35.57807855764607
1739209677.921999;-35.57807855764607
1739209677.9220047;-38.13080360867914
1739209677.9220104;-45.120503652039325
1739209677.9220161;-45.120503652039325
1739209677.9220219;-45.120503652039325
1739209677.9220278;-45.120503652039325
1739209677.9220335;-45.120503652039325
1739209677.9220393;-45.120503652039325
1739209677.922045;-45.120503652039325
1739209677.9220507;-38.13080360867914
1739209677.9220564;-45.120503652039325
1739209677.9220622;-38.13080360867914
1739209677.922068;-35.57807855764607
1739209677.9220738;-33.981070128970906
1739209677.9220796;-45.120503652039325
1739209677.9220853;-38.13080360867914
1739209677.922091;-35.57807855764607
1739209677.9220967;-32.816014438256545
1739209677.9221025;-45.120503652039325
1739209677.9221084;-45.120503652039325
1739209677.9221141;-35.57807855764607
1739209677.9221199;-45.120503652039325
1739209677.9221256;-45.120503652039325
1739209677.9221313;-45.120503652039325
1739209677.922137;-33.981070128970906
1739209677.9221427;-45.120503652039325
1739209677.9221487;-45.120503652039325
1739209677.9221544;-38.13080360867914
1739209677.9221601;-38.13080360867914
1739209677.9221659;-33.981070128970906
1739209677.9221716;-45.120503652039325
1739209677.9221773;-45.120503652039325
1739209677.922183;-35.57807855764607
1739209677.922189;-35.57807855764607
1739209677.9221947;-45.120503652039325
1739209677.9222004;-38.13080360867914
1739209677.9222062;-33.981070128970906
1739209677.922212;-45.120503652039325
1739209677.9222176;-45.120503652039325
1739209677.9222233;-38.13080360867914
1739209677.9222293;-31.141103565318915
1739209677.922235;-45.120503652039325
1739209677.9222407;-45.120503652039325
1739209677.9222465;-38.13080360867914
1739209677.9222522;-35.57807855764607
1739209677.922258;-33.981070128970906
1739209677.9222636;-45.120503652039325
1739209677.9222696;-38.13080360867914
1739209677.9222753;-35.57807855764607
1739209677.922281;-35.57807855764607
1739209677.9222867;-45.120503652039325
1739209677.9222925;-38.13080360867914
1739209677.9222982;-35.57807855764607
1739209677.922304;-35.57807855764607
1739209677.9223099;-45.120503652039325
1739209677.9223156;-45.120503652039325
1739209677.9223213;-32.816014438256545
1739209677.922327;-33.981070128970906
1739209677.9223328;-35.57807855764607
1739209677.9223385;-45.120503652039325
1739209677.9223442;-38.13080360867914
1739209677.9223502;-45.120503652039325
1739209677.922356;-45.120503652039325
1739209677.9223616;-45.120503652039325
1739209677.9223673;-38.13080360867914
1739209677.922373;-38.13080360867914
1739209677.9223788;-45.120503652039325
1739209677.9223845;-45.120503652039325
1739209677.9223905;-35.57807855764607
1739209677.9223962;-32.816014438256545
1739209677.922402;-33.981070128970906
1739209677.9224076;-45.120503652039325
1739209677.9224133;-35.57807855764607
1739209677.922419;-38.13080360867914
1739209677.9224248;-38.13080360867914
1739209677.9224308;-38.13080360867914
1739209677.9224365;-35.57807855764607
1739209677.9224422;-38.13080360867914
1739209677.922448;-45.120503652039325
1739209677.9224536;-45.120503652039325
1739209677.9224594;-38.13080360867914
1739209677.922465;-38.13080360867914
1739209677.922471;-45.120503652039325
1739209677.9224768;-38.13080360867914
1739209677.9224825;-45.120503652039325
1739209677.9224882;-38.13080360867914
1739209677.922494;-33.981070128970906
1739209677.9224997;-38.13080360867914
1739209677.9225054;-38.13080360867914
1739209677.9225113;-45.120503652039325
1739209677.922517;-35.57807855764607
1739209677.9225228;-45.120503652039325
1739209677.9225285;-38.13080360867914
1739209677.9225342;-38.13080360867914
1739209677.92254;-45.120503652039325
1739209677.9225457;-38.13080360867914
1739209677.9225516;-35.57807855764607
1739209677.9225574;-38.13080360867914
1739209677.922563;-45.120503652039325
1739209677.9225688;-45.120503652039325
1739209677.9225745;-45.120503652039325
1739209677.9225802;-45.120503652039325
1739209677.922586;-38.13080360867914
1739209677.922592;-38.13080360867914
1739209677.9225976;-38.13080360867914
1739209677.9226034;-33.981070128970906
1739209677.922609;-33.981070128970906
1739209677.9226148;-45.120503652039325
1739209677.9226205;-45.120503652039325
1739209677.9226263;-38.13080360867914
1739209677.9226322;-32.816014438256545
1739209677.922638;-45.120503652039325
1739209677.9226437;-45.120503652039325
1739209677.9226494;-45.120503652039325
1739209677.922655;-45.120503652039325
1739209677.9226608;-38.13080360867914
1739209677.9226665;-45.120503652039325
1739209677.9226725;-45.120503652039325
1739209677.9226782;-38.13080360867914
1739209677.922684;-38.13080360867914
1739209677.9226897;-38.13080360867914
1739209677.9226954;-38.13080360867914
1739209677.9227011;-38.13080360867914
1739209677.9227068;-38.13080360867914
1739209677.9227128;-45.120503652039325
1739209677.9227185;-38.13080360867914
1739209677.9227242;-28.21854285175415
1739209677.92273;-32.816014438256545
1739209677.9227357;-45.120503652039325
1739209677.9227414;-45.120503652039325
1739209677.9227471;-38.13080360867914
1739209677.922753;-38.13080360867914
1739209677.9227588;-45.120503652039325
1739209677.9227645;-38.13080360867914
1739209677.9227703;-45.120503652039325
1739209677.922776;-45.120503652039325
1739209677.9227817;-45.120503652039325
1739209677.9227874;-45.120503652039325
1739209677.9227934;-35.57807855764607
1739209677.922799;-38.13080360867914
1739209677.9228048;-38.13080360867914
1739209677.9228106;-45.120503652039325
1739209677.9228163;-28.21854285175415
1739209677.922822;-32.816014438256545
1739209677.9228277;-45.120503652039325
1739209677.9228337;-45.120503652039325
1739209677.9228394;-32.816014438256545
1739209677.9228451;-32.816014438256545
1739209677.9228508;-45.120503652039325
1739209677.9228566;-38.13080360867914
1739209677.9228623;-38.13080360867914
1739209677.922868;-45.120503652039325
1739209677.922874;-45.120503652039325
1739209677.9228797;-38.13080360867914
1739209677.9228854;-38.13080360867914
1739209677.9228911;-45.120503652039325
1739209677.9228969;-45.120503652039325
1739209677.9229026;-38.13080360867914
1739209677.9229083;-29.438486411369333
1739209677.9229143;-32.816014438256545
1739209677.92292;-45.120503652039325
1739209677.9229257;-45.120503652039325
1739209677.9229314;-35.57807855764607
1739209677.9229372;-35.57807855764607
1739209677.9229429;-45.120503652039325
1739209677.9229486;-38.13080360867914
1739209677.9229546;-45.120503652039325
1739209677.9229603;-45.120503652039325
1739209677.922966;-35.57807855764607
1739209677.9229717;-38.13080360867914
1739209677.9229774;-45.120503652039325
1739209677.9229832;-38.13080360867914
1739209677.922989;-38.13080360867914
1739209677.9229949;-45.120503652039325
1739209677.9230006;-35.57807855764607
1739209677.9230063;-35.57807855764607
1739209677.923012;-35.57807855764607
1739209677.9230177;-45.120503652039325
1739209677.9230235;-45.120503652039325
1739209677.9230292;-38.13080360867914
1739209677.9230351;-38.13080360867914
1739209677.9230409;-38.13080360867914
1739209677.9230466;-45.120503652039325
1739209677.9230523;-38.13080360867914
1739209677.923058;-38.13080360867914
1739209677.9230638;-45.120503652039325
1739209677.9230695;-45.120503652039325
1739209677.9230754;-45.120503652039325
1739209677.9230812;-45.120503652039325
1739209677.923087;-45.120503652039325
1739209677.9230926;-45.120503652039325
1739209677.9230983;-38.13080360867914
1739209677.923104;-35.57807855764607
1739209677.9231098;-45.120503652039325
1739209677.9231157;-38.13080360867914
1739209677.9231215;-38.13080360867914
1739209677.9231272;-35.57807855764607
1739209677.923133;-38.13080360867914
1739209677.9231386;-33.981070128970906
1739209677.9231443;-27.267205301931607
1739209677.9231503;-45.120503652039325
1739209677.923156;-38.13080360867914
1739209677.9231617;-35.57807855764607
1739209677.9231675;-38.13080360867914
1739209677.9231732;-45.120503652039325
1739209677.923179;-38.13080360867914
1739209677.9231846;-45.120503652039325
1739209677.9231906;-32.81601443825658
1739209677.9231963;-35.57807855764607
1739209677.923202;-33.981070128970906
1739209677.9232078;-45.120503652039325
1739209677.9232135;-45.120503652039325
1739209677.9232192;-38.13080360867914
1739209677.923225;-45.120503652039325
1739209677.923231;-38.13080360867914
1739209677.9232366;-31.141103565318915
1739209677.9232423;-32.816014438256545
1739209677.923248;-38.13080360867914
1739209677.9232538;-38.13080360867914
1739209677.9232595;-38.13080360867914
1739209677.9232652;-32.816014438256545
1739209677.9232712;-38.13080360867914
1739209677.923277;-45.120503652039325
1739209677.9232826;-29.438486411369347
1739209677.9232883;-38.13080360867914
1739209677.923294;-33.981070128970906
1739209677.9232998;-45.120503652039325
1739209677.9233055;-38.13080360867914
1739209677.9233115;-35.57807855764607
1739209677.9233172;-38.13080360867914
1739209677.923323;-38.13080360867914
1739209677.9233286;-33.981070128970906
1739209677.9233344;-38.13080360867914
1739209677.92334;-33.981070128970906
1739209677.9233458;-45.120503652039325
1739209677.9233518;-38.13080360867914
1739209677.9233575;-38.13080360867914
1739209677.9233632;-31.141103565318915
1739209677.923369;-45.120503652039325
1739209677.9233747;-38.13080360867914
1739209677.9233804;-35.57807855764607
1739209677.923386;-38.13080360867914
1739209677.923392;-45.120503652039325
1739209677.9233978;-45.120503652039325
1739209677.9234035;-38.13080360867914
1739209677.9234092;-45.120503652039325
1739209677.923415;-45.120503652039325
1739209677.9234207;-38.13080360867914
1739209677.9234264;-45.120503652039325
1739209677.9234324;-38.13080360867914
1739209677.923438;-45.120503652039325
1739209677.9234438;-33.981070128970906
1739209677.9234495;-32.816014438256545
1739209677.9234552;-38.13080360867914
1739209677.923461;-45.120503652039325
1739209677.9234667;-38.13080360867914
1739209677.9234726;-38.13080360867914
1739209677.9234784;-45.120503652039325
1739209677.923484;-45.120503652039325
1739209677.9234898;-38.13080360867914
1739209677.9234955;-45.120503652039325
1739209677.9235013;-33.981070128970906
1739209677.923507;-38.13080360867914
1739209677.923513;-33.981070128970906
1739209677.9235187;-45.120503652039325
1739209677.9235244;-38.13080360867914
1739209677.92353;-33.981070128970906
1739209677.9235358;-38.13080360867914
1739209677.9235415;-45.120503652039325
1739209677.9235473;-45.120503652039325
1739209677.9235532;-32.816014438256545
1739209677.923559;-38.13080360867914
1739209677.9235647;-38.13080360867914
1739209677.9235704;-38.13080360867914
1739209677.923576;-35.57807855764607
1739209677.9235818;-38.13080360867914
1739209677.9235876;-35.57807855764607
1739209677.9235935;-38.13080360867914
1739209677.9235992;-45.120503652039325
1739209677.923605;-38.13080360867914
1739209677.9236107;-38.13080360867914
1739209677.9236164;-45.120503652039325
1739209677.9236221;-38.13080360867914
1739209677.9236279;-38.13080360867914
1739209677.9236338;-45.120503652039325
1739209677.9236395;-38.13080360867914
1739209677.9236453;-33.981070128970906
1739209677.923651;-45.120503652039325
1739209677.9236567;-45.120503652039325
1739209677.9236624;-38.13080360867914
1739209677.9236681;-45.120503652039325
1739209677.923674;-38.13080360867914
1739209677.9236798;-33.981070128970906
1739209677.9236856;-45.120503652039325
1739209677.9236913;-45.120503652039325
1739209677.923697;-45.120503652039325
1739209677.9237027;-35.57807855764607
1739209677.9237084;-38.13080360867914
1739209677.9237144;-38.13080360867914
1739209677.9237201;-45.120503652039325
1739209677.9237258;-45.120503652039325
1739209677.9237316;-32.816014438256545
1739209677.9237373;-45.120503652039325
1739209677.923743;-38.13080360867914
1739209677.9237487;-38.13080360867914
1739209677.9237547;-38.13080360867914
1739209677.9237604;-38.13080360867914
1739209677.9237661;-38.13080360867914
1739209677.9237719;-38.13080360867914
1739209677.9237776;-45.120503652039325
1739209677.9237833;-45.120503652039325
1739209677.923789;-45.120503652039325
1739209677.923795;-32.816014438256545
1739209677.9238007;-38.13080360867914
1739209677.9238064;-45.120503652039325
1739209677.9238122;-45.120503652039325
1739209677.9238179;-38.13080360867914
1739209677.9238236;-35.57807855764607
1739209677.9238293;-45.120503652039325
1739209677.9238353;-38.13080360867914
1739209677.923841;-45.120503652039325
1739209677.9238467;-45.120503652039325
1739209677.9238524;-45.120503652039325
1739209677.9238582;-38.13080360867914
1739209677.923864;-38.13080360867914
1739209677.9238696;-45.120503652039325
1739209677.9238756;-45.120503652039325
1739209677.9238813;-45.120503652039325
1739209677.923887;-32.816014438256545
1739209677.9238927;-33.981070128970906
1739209677.9238985;-45.120503652039325
1739209677.9239042;-38.13080360867914
1739209677.92391;-33.981070128970906
1739209677.9239159;-33.981070128970906
1739209677.9239216;-45.120503652039325
1739209677.9239273;-38.13080360867914
1739209677.923933;-45.120503652039325
1739209677.9239388;-45.120503652039325
1739209677.9239445;-38.13080360867914
1739209677.9239502;-38.13080360867914
1739209677.9239562;-38.13080360867914
1739209677.9239619;-45.120503652039325
1739209677.9239676;-38.13080360867914
1739209677.9239733;-45.120503652039325
1739209677.923979;-45.120503652039325
1739209677.9239848;-45.120503652039325
1739209677.9239905;-45.120503652039325
1739209677.9239964;-38.13080360867914
1739209677.9240022;-38.13080360867914
1739209677.924008;-38.13080360867914
1739209677.9240136;-45.120503652039325
1739209677.9240193;-38.13080360867914
1739209677.924025;-45.120503652039325
1739209677.9240308;-45.120503652039325
1739209677.9240367;-45.120503652039325
1739209677.9240425;-38.13080360867914
1739209677.9240482;-45.120503652039325
1739209677.924054;-45.120503652039325
1739209677.9240596;-45.120503652039325
1739209677.9240654;-45.120503652039325
1739209677.924071;-35.57807855764607
1739209677.924077;-38.13080360867914
1739209677.9240828;-38.13080360867914
1739209677.9240885;-45.120503652039325
1739209677.9240942;-35.57807855764607
1739209677.9241;-38.13080360867914
1739209677.9241056;-45.120503652039325
1739209677.9241114;-45.120503652039325
1739209677.9241173;-38.13080360867914
1739209677.924123;-31.141103565318915
1739209677.9241288;-45.120503652039325
1739209677.9241345;-38.13080360867914
1739209677.9241402;-45.120503652039325
1739209677.924146;-45.120503652039325
1739209677.9241517;-45.120503652039325
1739209677.9241576;-45.120503652039325
1739209677.9241633;-45.120503652039325
1739209677.924169;-38.13080360867914
1739209677.9241748;-45.120503652039325
1739209677.9241805;-45.120503652039325
1739209677.9241862;-32.816014438256545
1739209677.924192;-35.57807855764607
1739209677.924198;-45.120503652039325
1739209677.9242036;-45.120503652039325
1739209677.9242094;-35.57807855764607
1739209677.924215;-27.267205301931607
1739209677.9242208;-45.120503652039325
1739209677.9242265;-38.13080360867914
1739209677.9242322;-35.57807855764607
1739209677.9242382;-38.13080360867914
1739209677.924244;-45.120503652039325
1739209677.9242496;-38.13080360867914
1739209677.9242554;-38.13080360867914
1739209677.924261;-35.57807855764607
1739209677.9242668;-45.120503652039325
1739209677.9242725;-45.120503652039325
1739209677.9242785;-45.120503652039325
1739209677.9242842;-45.120503652039325
1739209677.92429;-45.120503652039325
1739209677.9242957;-38.13080360867914
1739209677.9243014;-35.57807855764607
1739209677.924307;-31.141103565318915
1739209677.924313;-45.120503652039325
1739209677.9243188;-45.120503652039325
1739209677.9243245;-38.13080360867914
1739209677.9243302;-33.981070128970906
1739209677.924336;-45.120503652039325
1739209677.9243417;-38.13080360867914
1739209677.9243474;-38.13080360867914
1739209677.9243534;-33.981070128970906
1739209677.924359;-38.13080360867914
1739209677.9243648;-45.120503652039325
1739209677.9243705;-45.120503652039325
1739209677.9243762;-45.120503652039325
1739209677.924382;-45.120503652039325
1739209677.9243877;-45.120503652039325
1739209677.9243937;-38.13080360867914
1739209677.9243994;-38.13080360867914
1739209677.924405;-38.13080360867914
1739209677.9244108;-38.13080360867914
1739209677.9244165;-38.13080360867914
1739209677.9244223;-33.981070128970906
1739209677.924428;-45.120503652039325
1739209677.924434;-45.120503652039325
1739209677.9244397;-45.120503652039325
1739209677.9244454;-38.13080360867914
1739209677.924451;-38.13080360867914
1739209677.9244568;-45.120503652039325
1739209677.9244626;-45.120503652039325
1739209677.9244683;-38.13080360867914
1739209677.9244742;-38.13080360867914
1739209677.92448;-38.13080360867914
1739209677.9244857;-38.13080360867914
1739209677.9244914;-45.120503652039325
1739209677.9244971;-45.120503652039325
1739209677.9245028;-45.120503652039325
1739209677.9245086;-45.120503652039325
1739209677.9245145;-45.120503652039325
1739209677.9245203;-45.120503652039325
1739209677.924526;-45.120503652039325
1739209677.9245317;-38.13080360867914
1739209677.9245374;-35.57807855764607
1739209677.9245431;-33.981070128970906
1739209677.9245489;-38.13080360867914
1739209677.9245548;-38.13080360867914
1739209677.9245605;-38.13080360867914
1739209677.9245663;-45.120503652039325
1739209677.924572;-45.120503652039325
1739209677.9245777;-45.120503652039325
1739209677.9245834;-33.981070128970906
1739209677.9245892;-32.816014438256545
1739209677.924595;-38.13080360867914
1739209677.9246008;-45.120503652039325
1739209677.9246066;-38.13080360867914
1739209677.9246123;-45.120503652039325
1739209677.924618;-45.120503652039325
1739209677.9246237;-45.120503652039325
1739209677.9246294;-35.57807855764607
1739209677.9246354;-32.81601443825658
1739209677.9246411;-33.981070128970906
1739209677.9246469;-45.120503652039325
1739209677.9246526;-45.120503652039325
1739209677.9246583;-38.13080360867914
1739209677.924664;-38.13080360867914
1739209677.9246697;-45.120503652039325
1739209677.9246757;-33.981070128970906
1739209677.9246814;-31.141103565318915
1739209677.9246871;-38.13080360867914
1739209677.9246929;-45.120503652039325
1739209677.9246986;-38.13080360867914
1739209677.9247043;-38.13080360867914
1739209677.92471;-38.13080360867914
1739209677.924716;-38.13080360867914
1739209677.9247217;-38.13080360867914
1739209677.9247274;-35.57807855764607
1739209677.9247332;-38.13080360867914
1739209677.924739;-38.13080360867914
1739209677.9247446;-38.13080360867914
1739209677.9247503;-35.57807855764607
1739209677.9247563;-45.120503652039325
1739209677.924762;-45.120503652039325
1739209677.9247677;-38.13080360867914
1739209677.9247735;-35.57807855764607
1739209677.9247792;-38.13080360867914
1739209677.924785;-38.13080360867914
1739209677.9247906;-45.120503652039325
1739209677.9247966;-38.13080360867914
1739209677.9248023;-38.13080360867914
1739209677.924808;-45.120503652039325
1739209677.9248137;-38.13080360867914
1739209677.9248195;-38.13080360867914
1739209677.9248252;-45.120503652039325
1739209677.924831;-45.120503652039325
1739209677.9248369;-38.13080360867914
1739209677.9248426;-33.981070128970906
1739209677.9248483;-45.120503652039325
1739209677.924854;-38.13080360867914
1739209677.9248598;-45.120503652039325
1739209677.9248655;-45.120503652039325
1739209677.9248712;-45.120503652039325
1739209677.9248772;-35.57807855764607
1739209677.924883;-38.13080360867914
1739209677.9248886;-38.13080360867914
1739209677.9248943;-38.13080360867914
1739209677.9249;-45.120503652039325
1739209677.9249058;-38.13080360867914
1739209677.9249115;-30.49652367304973
1739209677.9249175;-38.13080360867914
1739209677.9249232;-45.120503652039325
1739209677.924929;-45.120503652039325
1739209677.9249346;-45.120503652039325
1739209677.9249403;-45.120503652039325
1739209677.924946;-35.57807855764607
1739209677.9249518;-45.120503652039325
1739209677.9249578;-45.120503652039325
1739209677.9249635;-38.13080360867914
1739209677.9249692;-35.57807855764607
1739209677.924975;-38.13080360867914
1739209677.9249806;-38.13080360867914
1739209677.9249864;-35.57807855764607
1739209677.924992;-35.57807855764607
1739209677.924998;-38.13080360867914
1739209677.9250038;-38.13080360867914
1739209677.9250095;-38.13080360867914
1739209677.9250152;-45.120503652039325
1739209677.925021;-38.13080360867914
1739209677.9250267;-38.13080360867914
1739209677.9250324;-45.120503652039325
1739209677.9250383;-35.57807855764607
1739209677.925044;-38.13080360867914
1739209677.9250498;-45.120503652039325
1739209677.9250555;-45.120503652039325
1739209677.9250612;-45.120503652039325
1739209677.925067;-45.120503652039325
1739209677.9250727;-35.57807855764607
